,person_age,person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
6438,25.0,50000.0,1.0,9.0,4.0,20000.0,15.27,0,0.4,0.0,4.0
6439,22.0,40000.0,0.0,5.0,6.0,6000.0,7.51,0,0.15,0.0,4.0
6440,23.0,40000.0,0.0,5.0,6.0,6000.0,8.94,0,0.15,0.0,3.0
6441,24.0,50000.0,1.0,2.0,6.0,6000.0,7.51,0,0.12,0.0,3.0
6442,22.0,50000.0,1.0,6.0,5.0,13000.0,10.65,0,0.26,0.0,3.0
6443,22.0,40000.0,0.0,0.0,4.0,6000.0,12.87,0,0.15,0.0,3.0
6444,22.0,34000.0,0.0,4.0,6.0,6000.0,11.039866610796844,1,0.18,0.0,2.0
6445,23.0,40000.0,0.0,1.0,6.0,6000.0,7.68,0,0.15,0.0,2.0
6446,21.0,50000.0,1.0,5.0,4.0,9000.0,13.49,0,0.18,0.0,4.0
6447,22.0,40000.0,0.0,0.0,6.0,6000.0,8.32,0,0.15,0.0,3.0
6448,21.0,40000.0,0.0,1.0,5.0,6000.0,10.08,0,0.15,0.0,3.0
6449,23.0,34255.0,0.0,7.0,1.0,6000.0,20.165,1,0.18,0.0,3.0
6450,23.0,50000.0,2.0,5.0,6.0,7000.0,8.9,0,0.14,0.0,4.0
6451,24.0,41000.0,0.0,3.0,6.0,6000.0,8.9,0,0.15,0.0,3.0
6452,24.0,50000.0,1.0,0.0,5.0,18650.0,9.91,0,0.37,0.0,3.0
6453,22.0,50000.0,1.0,6.0,6.0,4800.0,6.03,0,0.1,0.0,3.0
6454,23.0,41000.0,0.0,3.0,5.0,6000.0,10.99,0,0.15,0.0,2.0
6455,26.0,44000.0,1.0,10.0,3.0,20000.0,17.27,1,0.44000000000000006,0.0,2.0
6456,24.0,41004.0,0.0,8.0,6.0,6000.0,7.68,0,0.15,0.0,4.0
6457,23.0,41124.0,0.0,7.0,6.0,6000.0,7.49,0,0.15,0.0,4.0
6458,22.0,50000.0,1.0,6.0,5.0,6000.0,12.69,0,0.12,0.0,4.0
6459,24.0,44000.0,1.0,4.0,6.0,2200.0,8.9,1,0.05,0.0,4.0
6460,25.0,35196.0,0.0,2.0,3.0,6000.0,14.54,1,0.17,0.0,3.0
6461,25.0,50000.0,1.0,9.0,6.0,18650.0,7.9,0,0.37,0.0,4.0
6462,25.0,42000.0,0.0,5.0,5.0,6000.0,12.42,0,0.14,0.0,2.0
6463,22.0,42000.0,0.0,6.0,5.0,6000.0,10.65,0,0.14,0.0,2.0
6464,23.0,42000.0,0.0,5.0,5.0,6000.0,9.99,0,0.14,0.0,4.0
6465,26.0,42000.0,0.0,3.0,6.0,6000.0,7.29,0,0.14,0.0,2.0
6466,23.0,50000.0,1.0,6.0,5.0,17000.0,12.42,0,0.34,0.0,3.0
6467,23.0,50000.0,1.0,7.0,6.0,3000.0,6.03,0,0.06,0.0,4.0
6468,25.0,50000.0,1.0,6.0,4.0,11200.0,14.27,0,0.22,0.0,4.0
6469,24.0,42000.0,0.0,8.0,4.0,6000.0,12.68,0,0.14,0.0,4.0
6470,25.0,50000.0,1.0,8.0,5.0,12500.0,10.65,0,0.25,0.0,4.0
6471,25.0,42000.0,0.0,1.0,5.0,6000.0,11.039866610796844,0,0.14,0.0,4.0
6472,24.0,50000.0,2.0,5.0,3.0,15000.0,16.29,0,0.3,0.0,4.0
6473,26.0,42000.0,0.0,0.0,5.0,6000.0,11.12,0,0.14,0.0,4.0
6474,26.0,42000.0,0.0,8.0,4.0,6000.0,12.73,0,0.14,0.0,4.0
6475,25.0,50000.0,2.0,2.0,5.0,20000.0,11.71,0,0.4,0.0,4.0
6476,22.0,42000.0,0.0,7.0,6.0,6000.0,11.039866610796844,0,0.14,0.0,3.0
6477,23.0,42996.0,0.0,2.0,4.0,6000.0,12.84,0,0.14,0.0,2.0
6478,25.0,50000.0,1.0,3.0,6.0,17000.0,6.03,0,0.34,0.0,2.0
6479,25.0,44000.0,1.0,9.0,3.0,15000.0,11.039866610796844,1,0.34,0.0,2.0
6481,26.0,50000.0,1.0,3.0,6.0,8000.0,6.62,0,0.16,0.0,4.0
6482,25.0,50000.0,1.0,0.0,2.0,8000.0,19.42,0,0.16,0.0,2.0
6483,23.0,50000.0,1.0,7.0,6.0,2000.0,6.62,0,0.04,0.0,4.0
6484,21.0,50000.0,1.0,5.0,6.0,3500.0,6.03,0,0.07,0.0,4.0
6485,25.0,50000.0,1.0,0.0,6.0,2600.0,6.03,0,0.05,0.0,3.0
6486,26.0,44000.0,1.0,3.0,3.0,3500.0,16.29,1,0.08,0.0,3.0
6487,25.0,44000.0,0.0,1.0,5.0,6000.0,12.69,0,0.14,0.0,4.0
6488,23.0,44000.0,0.0,2.0,4.0,6000.0,14.22,0,0.14,0.0,4.0
6489,22.0,50000.0,1.0,6.0,6.0,8000.0,6.03,0,0.16,0.0,3.0
6490,24.0,44000.0,0.0,1.0,6.0,6000.0,8.0,0,0.14,0.0,2.0
6491,23.0,50000.0,2.0,4.0,5.0,12600.0,11.71,0,0.25,0.0,4.0
6492,24.0,50000.0,2.0,5.0,5.0,5000.0,12.69,0,0.1,0.0,3.0
6493,25.0,50000.0,1.0,2.0,6.0,10000.0,7.9,0,0.2,0.0,2.0
6494,26.0,45000.0,0.0,1.0,5.0,6000.0,9.91,0,0.13,0.0,2.0
6495,24.0,50000.0,1.0,7.0,5.0,7500.0,11.71,0,0.15,0.0,4.0
6496,24.0,50000.0,2.0,7.0,5.0,20000.0,12.69,0,0.4,0.0,2.0
6497,26.0,45000.0,0.0,1.0,5.0,6000.0,11.71,0,0.13,0.0,2.0
6498,24.0,50000.0,1.0,8.0,6.0,13700.0,6.03,0,0.27,0.0,3.0
6499,25.0,39000.0,0.0,0.0,4.0,6000.0,13.49,1,0.15,0.0,2.0
6500,22.0,50000.0,1.0,6.0,6.0,15000.0,7.9,0,0.3,0.0,3.0
6501,23.0,39000.0,0.0,1.0,3.0,6000.0,15.99,1,0.15,0.0,3.0
6502,23.0,50000.0,1.0,3.0,6.0,10000.0,6.03,0,0.2,0.0,4.0
6503,24.0,50000.0,1.0,2.0,6.0,12000.0,6.62,0,0.24,0.0,4.0
6504,26.0,50000.0,2.0,10.0,6.0,9825.0,7.9,0,0.2,0.0,4.0
6505,22.0,50000.0,1.0,6.0,4.0,10000.0,11.039866610796844,0,0.2,0.0,4.0
6506,26.0,45000.0,0.0,3.0,6.0,6000.0,7.49,0,0.13,0.0,2.0
6507,24.0,45000.0,0.0,5.0,5.0,6000.0,11.039866610796844,0,0.13,0.0,3.0
6508,26.0,50000.0,1.0,4.0,6.0,17200.0,7.51,0,0.34,0.0,4.0
6509,25.0,50000.0,2.0,9.0,2.0,9175.0,19.42,0,0.18,0.0,4.0
6510,23.0,39000.0,0.0,7.0,3.0,6000.0,14.09,1,0.15,0.0,3.0
6511,26.0,45000.0,0.0,3.0,6.0,6000.0,5.79,0,0.13,0.0,2.0
6512,22.0,45000.0,0.0,0.0,4.0,6000.0,13.23,0,0.13,0.0,4.0
6513,23.0,45000.0,0.0,2.0,5.0,6000.0,11.86,0,0.13,0.0,3.0
6514,23.0,45000.0,0.0,7.0,5.0,6000.0,11.49,0,0.13,0.0,2.0
6515,22.0,50000.0,1.0,6.0,6.0,12000.0,7.9,0,0.24,0.0,4.0
6516,22.0,50000.0,1.0,6.0,6.0,7800.0,6.62,0,0.16,0.0,3.0
6517,26.0,50000.0,1.0,10.0,6.0,5400.0,8.9,0,0.11,0.0,2.0
6518,22.0,39000.0,0.0,6.0,4.0,6000.0,13.22,1,0.15,0.0,2.0
6519,24.0,45000.0,0.0,8.0,5.0,6000.0,11.039866610796844,0,0.13,0.0,3.0
6520,23.0,45000.0,0.0,8.0,4.0,6000.0,12.53,0,0.13,0.0,2.0
6521,21.0,45000.0,0.0,5.0,6.0,6000.0,9.38,0,0.13,0.0,4.0
6522,25.0,39396.0,0.0,0.0,3.0,6000.0,15.31,1,0.15,0.0,3.0
6523,26.0,50000.0,2.0,6.0,5.0,3000.0,9.91,0,0.06,0.0,2.0
6524,26.0,50000.0,1.0,7.0,6.0,7200.0,6.62,0,0.14,0.0,2.0
6525,26.0,39600.0,0.0,3.0,5.0,6000.0,12.42,1,0.15,0.0,3.0
6526,24.0,50000.0,1.0,3.0,6.0,15000.0,8.9,0,0.3,0.0,2.0
6527,22.0,50000.0,2.0,6.0,5.0,1000.0,9.91,0,0.02,0.0,2.0
6528,23.0,50000.0,1.0,0.0,6.0,6100.0,11.039866610796844,0,0.12,0.0,4.0
6529,25.0,46000.0,0.0,3.0,4.0,6000.0,14.72,0,0.13,0.0,4.0
6530,24.0,50000.0,1.0,5.0,3.0,22800.0,17.27,0,0.44000000000000006,0.0,2.0
6531,25.0,50000.0,1.0,4.0,6.0,9000.0,6.03,0,0.18,0.0,2.0
6532,24.0,46151.0,0.0,2.0,5.0,6000.0,10.59,0,0.13,0.0,4.0
6533,21.0,46200.0,0.0,5.0,6.0,6000.0,11.039866610796844,0,0.13,0.0,4.0
6534,25.0,50000.0,1.0,5.0,6.0,8000.0,5.42,0,0.16,0.0,4.0
6535,23.0,46443.0,0.0,7.0,6.0,6000.0,7.9,0,0.13,0.0,4.0
6536,26.0,50000.0,2.0,8.0,4.0,4200.0,12.99,0,0.08,0.0,4.0
6537,24.0,50000.0,1.0,8.0,5.0,8000.0,10.99,0,0.16,0.0,3.0
6538,25.0,46500.0,0.0,1.0,5.0,6000.0,8.88,0,0.13,0.0,2.0
6539,22.0,40680.0,0.0,2.0,5.0,6000.0,11.36,1,0.15,0.0,4.0
6540,24.0,47000.0,0.0,7.0,6.0,6000.0,8.9,0,0.13,0.0,3.0
6541,23.0,50000.0,1.0,2.0,6.0,6400.0,8.49,0,0.13,0.0,4.0
6542,25.0,47000.0,0.0,6.0,5.0,6000.0,11.71,0,0.13,0.0,2.0
6543,24.0,47000.0,0.0,8.0,5.0,6000.0,10.99,0,0.13,0.0,4.0
6544,24.0,47000.0,0.0,3.0,6.0,6000.0,7.66,0,0.13,0.0,2.0
6545,22.0,47000.0,0.0,2.0,6.0,6000.0,5.42,0,0.13,0.0,3.0
6546,25.0,47000.0,0.0,1.0,4.0,6000.0,12.87,0,0.13,0.0,3.0
6547,26.0,47000.0,0.0,1.0,5.0,6000.0,10.33,0,0.13,0.0,4.0
6548,23.0,41500.0,0.0,3.0,2.0,6000.0,16.7,1,0.14,0.0,2.0
6549,26.0,50000.0,2.0,10.0,6.0,14400.0,7.49,0,0.29,0.0,4.0
6550,24.0,41628.0,0.0,6.0,4.0,6000.0,11.28,1,0.14,0.0,2.0
6551,24.0,47928.0,0.0,1.0,5.0,6000.0,12.53,0,0.13,0.0,2.0
6552,23.0,44000.0,1.0,3.0,5.0,5400.0,10.99,1,0.12,0.0,2.0
6553,24.0,48000.0,0.0,0.0,6.0,6000.0,11.039866610796844,0,0.13,0.0,3.0
6554,26.0,44000.0,1.0,6.0,6.0,10000.0,5.42,1,0.23,0.0,4.0
6555,23.0,50000.0,2.0,0.0,5.0,2800.0,10.59,0,0.06,0.0,2.0
6556,23.0,42000.0,0.0,1.0,4.0,6000.0,12.99,1,0.14,0.0,4.0
6557,26.0,50000.0,1.0,8.0,5.0,8000.0,10.59,0,0.16,0.0,2.0
6558,25.0,48000.0,0.0,2.0,4.0,6000.0,12.99,0,0.13,0.0,3.0
6559,22.0,48000.0,0.0,6.0,6.0,6000.0,7.49,0,0.13,0.0,4.0
6560,25.0,48000.0,0.0,2.0,5.0,6000.0,10.37,0,0.13,0.0,4.0
6561,24.0,50000.0,1.0,7.0,3.0,11000.0,16.89,0,0.22,0.0,3.0
6562,26.0,50000.0,1.0,5.0,5.0,12375.0,10.99,0,0.25,0.0,3.0
6563,23.0,50000.0,1.0,5.0,6.0,3600.0,5.99,0,0.07,0.0,2.0
6564,21.0,48000.0,0.0,5.0,4.0,6000.0,13.48,0,0.13,0.0,4.0
6565,22.0,50000.0,1.0,6.0,5.0,7200.0,11.039866610796844,0,0.14,0.0,3.0
6566,22.0,44000.0,1.0,6.0,3.0,6400.0,15.99,1,0.15,0.0,2.0
6567,25.0,44000.0,1.0,9.0,6.0,9800.0,7.49,1,0.22,0.0,4.0
6568,24.0,42000.0,0.0,2.0,3.0,6000.0,14.96,1,0.14,0.0,3.0
6569,26.0,48000.0,0.0,0.0,6.0,6000.0,8.59,0,0.13,0.0,4.0
6570,26.0,50000.0,2.0,10.0,6.0,7500.0,5.99,0,0.15,0.0,2.0
6571,23.0,50000.0,1.0,3.0,5.0,10000.0,10.99,0,0.2,0.0,3.0
6572,22.0,50000.0,1.0,7.0,6.0,9000.0,8.49,0,0.18,0.0,2.0
6573,23.0,48000.0,0.0,3.0,5.0,6000.0,11.89,0,0.13,0.0,3.0
6574,23.0,42000.0,0.0,3.0,3.0,6000.0,14.42,1,0.14,0.0,4.0
6575,23.0,50000.0,2.0,7.0,6.0,2050.0,7.49,0,0.04,0.0,2.0
6576,23.0,42000.0,0.0,2.0,4.0,6000.0,12.41,1,0.14,0.0,4.0
6577,24.0,48000.0,0.0,8.0,4.0,6000.0,12.22,0,0.13,0.0,4.0
6578,23.0,48500.0,0.0,1.0,6.0,6000.0,9.32,0,0.12,0.0,3.0
6579,23.0,44000.0,1.0,7.0,6.0,10000.0,8.49,1,0.23,0.0,4.0
6580,22.0,48996.0,0.0,6.0,5.0,6000.0,11.039866610796844,0,0.12,0.0,2.0
6581,23.0,49000.0,0.0,6.0,6.0,6000.0,7.9,0,0.12,0.0,3.0
6582,22.0,50000.0,2.0,1.0,6.0,3600.0,11.039866610796844,0,0.07,0.0,2.0
6583,24.0,50000.0,1.0,7.0,4.0,6000.0,13.99,0,0.12,0.0,4.0
6584,25.0,49000.0,0.0,8.0,4.0,6000.0,11.039866610796844,0,0.12,0.0,2.0
6585,23.0,49152.0,0.0,2.0,6.0,6000.0,7.9,0,0.12,0.0,3.0
6586,21.0,49200.0,0.0,4.0,4.0,6000.0,13.72,0,0.12,0.0,3.0
6587,22.0,50000.0,1.0,4.0,5.0,8000.0,10.59,0,0.16,0.0,4.0
6588,24.0,49500.0,0.0,9.0,3.0,6000.0,16.07,0,0.12,0.0,4.0
6589,21.0,50000.0,1.0,5.0,6.0,5375.0,7.49,0,0.11,0.0,3.0
6590,22.0,50000.0,0.0,4.0,5.0,6000.0,10.65,0,0.12,0.0,2.0
6591,23.0,50000.0,0.0,4.0,5.0,6000.0,11.49,0,0.12,0.0,3.0
6592,23.0,50000.0,1.0,7.0,5.0,15000.0,9.99,0,0.3,0.0,4.0
6593,24.0,50000.0,0.0,0.0,6.0,6000.0,7.49,0,0.12,0.0,4.0
6595,24.0,50000.0,0.0,5.0,4.0,6000.0,14.79,0,0.12,0.0,4.0
6596,22.0,50000.0,0.0,3.0,4.0,6000.0,13.49,0,0.12,0.0,2.0
6597,25.0,50000.0,0.0,1.0,4.0,6000.0,14.79,0,0.12,0.0,3.0
6598,24.0,50000.0,1.0,8.0,6.0,9600.0,6.99,0,0.19,0.0,3.0
6599,23.0,50000.0,0.0,4.0,4.0,6000.0,13.49,0,0.12,0.0,3.0
6600,25.0,50000.0,0.0,5.0,4.0,6000.0,12.99,0,0.12,0.0,3.0
6601,22.0,50000.0,2.0,4.0,5.0,5000.0,12.62,0,0.1,0.0,3.0
6602,26.0,50000.0,0.0,4.0,5.0,6000.0,11.039866610796844,0,0.12,0.0,3.0
6603,24.0,50000.0,1.0,5.0,5.0,3500.0,10.99,0,0.07,0.0,2.0
6604,24.0,50000.0,0.0,1.0,6.0,6000.0,5.79,0,0.12,0.0,4.0
6605,26.0,50000.0,2.0,7.0,6.0,12000.0,8.49,0,0.24,0.0,4.0
6606,23.0,50000.0,0.0,4.0,6.0,6000.0,5.79,0,0.12,0.0,2.0
6607,21.0,50000.0,1.0,5.0,5.0,7000.0,10.59,0,0.14,0.0,3.0
6608,25.0,50000.0,0.0,9.0,4.0,6000.0,14.17,0,0.12,0.0,3.0
6609,21.0,50000.0,0.0,5.0,5.0,6000.0,10.75,0,0.12,0.0,2.0
6610,22.0,50000.0,0.0,3.0,5.0,6000.0,10.25,0,0.12,0.0,3.0
6611,24.0,50000.0,1.0,8.0,5.0,15000.0,9.99,0,0.3,0.0,3.0
6612,23.0,50000.0,0.0,5.0,5.0,6000.0,11.48,0,0.12,0.0,3.0
6613,22.0,44000.0,1.0,6.0,6.0,5000.0,5.42,1,0.11,0.0,4.0
6614,26.0,50000.0,1.0,6.0,5.0,10800.0,10.99,0,0.22,0.0,4.0
6615,23.0,50000.0,2.0,4.0,6.0,4800.0,5.99,0,0.1,0.0,3.0
6616,22.0,50000.0,0.0,6.0,5.0,6000.0,11.89,0,0.12,0.0,2.0
6617,23.0,50000.0,1.0,6.0,6.0,7000.0,5.99,0,0.14,0.0,3.0
6618,22.0,50000.0,0.0,2.0,5.0,6000.0,10.46,0,0.12,0.0,4.0
6619,22.0,50000.0,1.0,0.0,6.0,6400.0,7.29,0,0.13,0.0,4.0
6620,26.0,44000.0,1.0,4.0,5.0,11500.0,9.63,1,0.26,0.0,3.0
6621,22.0,50508.0,0.0,5.0,6.0,6000.0,5.42,0,0.12,0.0,3.0
6622,24.0,50000.0,1.0,4.0,5.0,5000.0,10.0,0,0.1,0.0,4.0
6623,23.0,50000.0,1.0,3.0,6.0,6000.0,6.92,0,0.12,0.0,2.0
6624,22.0,50650.0,0.0,4.0,5.0,6000.0,11.86,0,0.12,0.0,2.0
6625,24.0,50000.0,1.0,8.0,6.0,3000.0,7.66,0,0.06,0.0,2.0
6626,24.0,50740.0,0.0,0.0,6.0,6000.0,9.63,0,0.12,0.0,3.0
6627,24.0,45000.0,0.0,0.0,2.0,6000.0,17.19,1,0.13,0.0,3.0
6628,25.0,50000.0,1.0,9.0,6.0,10000.0,6.92,0,0.2,0.0,2.0
6629,26.0,51356.0,0.0,4.0,6.0,6000.0,5.79,0,0.12,0.0,4.0
6630,26.0,51500.0,0.0,3.0,5.0,6000.0,10.75,0,0.12,0.0,3.0
6631,25.0,51541.0,0.0,0.0,5.0,6000.0,12.18,0,0.12,0.0,4.0
6632,26.0,45928.0,0.0,5.0,6.0,6000.0,7.9,1,0.13,0.0,4.0
6633,23.0,52000.0,0.0,4.0,4.0,6000.0,14.22,0,0.12,0.0,4.0
6634,25.0,50000.0,1.0,9.0,5.0,8000.0,10.0,0,0.16,0.0,2.0
6635,25.0,52000.0,0.0,2.0,4.0,6000.0,12.87,0,0.12,0.0,4.0
6636,25.0,52000.0,0.0,4.0,3.0,6000.0,14.96,0,0.12,0.0,2.0
6637,26.0,52000.0,0.0,10.0,2.0,6000.0,15.68,0,0.12,0.0,3.0
6638,24.0,52800.0,0.0,3.0,5.0,6000.0,9.91,0,0.11,0.0,4.0
6639,22.0,50000.0,2.0,6.0,6.0,6400.0,6.92,0,0.13,0.0,4.0
6640,25.0,53000.0,0.0,9.0,6.0,6000.0,7.9,0,0.11,0.0,4.0
6641,22.0,50000.0,2.0,3.0,6.0,5000.0,7.29,0,0.1,0.0,4.0
6642,24.0,53000.0,0.0,0.0,5.0,6000.0,11.49,0,0.11,0.0,2.0
6643,23.0,50000.0,1.0,5.0,6.0,6000.0,7.66,0,0.12,0.0,4.0
6644,22.0,53819.0,0.0,2.0,6.0,6000.0,7.42,0,0.11,0.0,3.0
6645,26.0,50000.0,1.0,9.0,6.0,10000.0,11.039866610796844,0,0.2,0.0,3.0
6646,22.0,50000.0,1.0,6.0,6.0,6800.0,6.92,0,0.14,0.0,4.0
6647,22.0,50000.0,1.0,3.0,5.0,6000.0,11.11,0,0.12,0.0,3.0
6648,22.0,54000.0,0.0,6.0,4.0,6000.0,12.98,0,0.11,0.0,3.0
6649,24.0,54000.0,0.0,2.0,6.0,6000.0,7.14,0,0.11,0.0,3.0
6650,26.0,48000.0,0.0,0.0,2.0,6000.0,16.45,1,0.13,0.0,4.0
6651,26.0,50000.0,1.0,10.0,5.0,6000.0,11.039866610796844,0,0.12,0.0,3.0
6652,25.0,54000.0,0.0,4.0,6.0,6000.0,8.59,0,0.11,0.0,4.0
6653,23.0,54000.0,0.0,0.0,4.0,6000.0,12.53,0,0.11,0.0,4.0
6655,22.0,50000.0,1.0,7.0,5.0,8800.0,11.11,0,0.18,0.0,4.0
6656,22.0,50000.0,1.0,4.0,6.0,12000.0,7.29,0,0.24,0.0,3.0
6657,25.0,50000.0,1.0,5.0,4.0,4000.0,13.43,0,0.08,0.0,3.0
6658,26.0,48700.0,0.0,0.0,3.0,6000.0,14.59,1,0.12,0.0,3.0
6659,22.0,54996.0,0.0,4.0,5.0,6000.0,10.75,0,0.11,0.0,3.0
6660,26.0,50000.0,1.0,1.0,5.0,15000.0,10.37,0,0.3,0.0,2.0
6661,25.0,50000.0,1.0,9.0,6.0,12000.0,11.039866610796844,0,0.24,0.0,2.0
6662,25.0,55000.0,0.0,0.0,5.0,6000.0,10.65,0,0.11,0.0,2.0
6663,22.0,55000.0,0.0,6.0,4.0,6000.0,14.27,0,0.11,0.0,2.0
6664,23.0,50000.0,1.0,2.0,5.0,14400.0,10.0,0,0.29,0.0,2.0
6665,22.0,55000.0,0.0,2.0,6.0,6000.0,8.9,0,0.11,0.0,3.0
6666,25.0,55000.0,0.0,3.0,5.0,6000.0,11.039866610796844,0,0.11,0.0,3.0
6667,24.0,55000.0,0.0,0.0,6.0,6000.0,6.03,0,0.11,0.0,4.0
6668,22.0,55000.0,0.0,6.0,6.0,6000.0,6.62,0,0.11,0.0,2.0
6669,24.0,50000.0,1.0,2.0,6.0,7000.0,5.42,0,0.14,0.0,4.0
6670,23.0,55000.0,0.0,7.0,5.0,6000.0,10.99,0,0.11,0.0,2.0
6671,22.0,55000.0,0.0,6.0,6.0,6000.0,6.99,0,0.11,0.0,3.0
6672,21.0,49000.0,0.0,4.0,3.0,6000.0,15.99,1,0.12,0.0,4.0
6673,26.0,55000.0,0.0,10.0,6.0,6000.0,5.42,0,0.11,0.0,4.0
6674,22.0,55000.0,0.0,7.0,5.0,6000.0,9.25,0,0.11,0.0,3.0
6675,22.0,50000.0,1.0,4.0,5.0,5150.0,8.88,0,0.1,0.0,2.0
6676,24.0,50000.0,1.0,8.0,6.0,12000.0,5.42,0,0.24,0.0,2.0
6677,21.0,49000.0,0.0,5.0,3.0,6000.0,14.84,1,0.12,0.0,4.0
6678,26.0,55000.0,0.0,6.0,6.0,6000.0,7.14,0,0.11,0.0,4.0
6679,21.0,55000.0,0.0,3.0,5.0,6000.0,10.99,0,0.11,0.0,3.0
6680,22.0,55000.0,0.0,5.0,6.0,6000.0,7.51,0,0.11,0.0,3.0
6681,22.0,50000.0,1.0,4.0,5.0,7000.0,9.25,0,0.14,0.0,3.0
6682,26.0,49200.0,0.0,7.0,3.0,6000.0,16.49,1,0.12,0.0,2.0
6683,25.0,50000.0,1.0,5.0,5.0,12000.0,11.039866610796844,0,0.24,0.0,2.0
6684,21.0,55600.0,0.0,2.0,6.0,6000.0,11.039866610796844,0,0.11,0.0,4.0
6685,23.0,56000.0,0.0,6.0,6.0,6000.0,7.49,0,0.11,0.0,4.0
6686,25.0,50000.0,1.0,7.0,4.0,6600.0,12.61,0,0.13,0.0,3.0
6687,24.0,50000.0,1.0,5.0,6.0,6000.0,6.17,0,0.12,0.0,2.0
6688,25.0,56000.0,0.0,1.0,5.0,6000.0,10.74,0,0.11,0.0,2.0
6689,25.0,50000.0,1.0,9.0,6.0,5000.0,5.79,0,0.1,0.0,2.0
6690,26.0,44000.0,1.0,3.0,6.0,22500.0,11.039866610796844,1,0.44000000000000006,0.0,3.0
6691,22.0,50000.0,1.0,0.0,6.0,12800.0,5.79,0,0.26,0.0,2.0
6692,23.0,50000.0,0.0,1.0,5.0,6000.0,11.48,1,0.12,0.0,4.0
6693,24.0,57000.0,0.0,0.0,6.0,6000.0,7.9,0,0.11,0.0,3.0
6694,25.0,57000.0,0.0,5.0,6.0,6000.0,8.0,0,0.11,0.0,3.0
6695,22.0,58000.0,0.0,2.0,6.0,6000.0,6.92,0,0.1,0.0,4.0
6696,25.0,58000.0,0.0,3.0,5.0,6000.0,12.18,0,0.1,0.0,4.0
6697,21.0,50000.0,1.0,5.0,6.0,15000.0,6.54,0,0.3,0.0,4.0
6698,23.0,50000.0,1.0,4.0,2.0,15250.0,15.95,0,0.3,0.0,3.0
6699,22.0,50000.0,2.0,2.0,3.0,10400.0,11.039866610796844,0,0.21,0.0,4.0
6700,24.0,58000.0,0.0,3.0,4.0,6000.0,12.87,0,0.1,0.0,2.0
6701,25.0,50000.0,2.0,3.0,6.0,10000.0,11.039866610796844,0,0.2,0.0,3.0
6702,22.0,52800.0,0.0,6.0,4.0,6000.0,11.97,1,0.11,0.0,2.0
6703,22.0,50000.0,1.0,5.0,5.0,10000.0,10.36,0,0.2,0.0,3.0
6704,22.0,50000.0,1.0,6.0,5.0,8000.0,11.12,0,0.16,0.0,3.0
6705,25.0,59366.0,0.0,4.0,5.0,6000.0,11.11,0,0.1,0.0,2.0
6706,24.0,59400.0,0.0,8.0,6.0,6000.0,7.9,0,0.1,0.0,3.0
6707,24.0,50000.0,1.0,2.0,3.0,23625.0,15.58,0,0.44000000000000006,0.0,3.0
6708,23.0,59785.0,0.0,2.0,6.0,6000.0,8.94,0,0.1,0.0,3.0
6709,23.0,60000.0,0.0,1.0,6.0,6000.0,11.039866610796844,0,0.1,0.0,2.0
6710,22.0,50000.0,1.0,7.0,6.0,12800.0,7.88,0,0.26,0.0,3.0
6711,25.0,50000.0,1.0,9.0,4.0,2500.0,13.61,0,0.05,0.0,3.0
6712,22.0,60000.0,0.0,5.0,5.0,6000.0,11.49,0,0.1,0.0,4.0
6713,22.0,50000.0,2.0,2.0,5.0,5600.0,11.86,0,0.11,0.0,2.0
6714,22.0,60000.0,0.0,6.0,5.0,6000.0,11.99,0,0.1,0.0,3.0
6715,23.0,54000.0,0.0,5.0,3.0,6000.0,15.62,1,0.11,0.0,4.0
6716,24.0,50000.0,1.0,4.0,6.0,4000.0,11.039866610796844,0,0.08,0.0,2.0
6717,24.0,54000.0,0.0,3.0,5.0,6000.0,10.99,1,0.11,0.0,2.0
6718,21.0,60000.0,0.0,5.0,6.0,6000.0,11.039866610796844,0,0.1,0.0,4.0
6719,25.0,60000.0,0.0,9.0,3.0,6000.0,14.54,0,0.1,0.0,3.0
6720,23.0,54000.0,0.0,2.0,3.0,6000.0,14.09,1,0.11,0.0,3.0
6721,26.0,50000.0,2.0,11.0,5.0,1800.0,11.49,0,0.04,0.0,4.0
6722,26.0,50000.0,1.0,10.0,6.0,10000.0,7.51,0,0.2,0.0,3.0
6723,24.0,50000.0,1.0,8.0,6.0,9000.0,7.14,0,0.18,0.0,2.0
6724,25.0,50000.0,1.0,3.0,4.0,4800.0,13.61,0,0.1,0.0,2.0
6725,24.0,60000.0,0.0,9.0,6.0,6000.0,7.51,0,0.1,0.0,3.0
6726,25.0,50000.0,1.0,5.0,6.0,4000.0,11.039866610796844,0,0.08,0.0,4.0
6727,23.0,50000.0,2.0,3.0,5.0,1500.0,11.49,0,0.03,0.0,2.0
6728,23.0,50000.0,1.0,2.0,4.0,8000.0,13.61,0,0.16,0.0,2.0
6729,23.0,54000.0,0.0,6.0,2.0,6000.0,16.45,1,0.11,0.0,2.0
6730,24.0,60000.0,0.0,0.0,5.0,6000.0,11.48,0,0.1,0.0,2.0
6731,22.0,50000.0,1.0,4.0,6.0,5000.0,7.51,0,0.1,0.0,2.0
6732,23.0,60495.0,0.0,8.0,6.0,6000.0,11.039866610796844,0,0.1,0.0,3.0
6733,26.0,50000.0,2.0,5.0,6.0,3250.0,7.51,0,0.07,0.0,2.0
